;Meses;Autoridad_Portuaria;Graneles Líquidos t;Graneles Sólidos t;Mercancía General t;Mercancia General Contenedores t;Pesca t;Avituallamiento t;Avituallamiento De Combustibles Líquidos t;Tráfico Interior t;Mercancías En Tránsito t;Mercancías En Tránsito En Contenedores t;Tráfico Ro-Ro t;UTIS Ro-Ro;TEUS Contenedores;TEUS Contenedores En Tránsito;TEUS Contenedores Entrada-Salida Nacional;TEUS Contenedores Entrada-Salida Exterior;Unidades Buques Mercantes;G.T. Buques Mercantes;Unidades Buques De Crucero;Pasajeros En Régimen De Transporte Y De Crucero;Pasajeros En Régimen De Transporte;Pasajeros De Crucero;Automóviles En Régimen De Pasaje;Automóviles En Régimen De Mercancía
294;Noviembre;Huelva;1659660;514914;139459;68504;20.527;13290;10830;0;227992;21919;55629;2840;8062.0;1274.0;5828.5;959.5;178;3420915;0;4537;4537;0;2823;992
295;Noviembre;Las Palmas;505820;22831;1470677;1040388;26.794;206860;181218;0;782159;651642;439783;29993;98143.0;47763.0;43321.0;7059.0;1132;25282258;102;321600;102441;219159;45808;26858
296;Noviembre;Málaga;3999;78351;94954;26579;207.649;12717;1069;0;4644;116;76960;3873;2674.0;45.0;837.0;1792.0;173;7589602;52;116130;16152;99978;3440;11894
297;Noviembre;Marín y Ría de Pontevedra;0;44529;81197;35920;178.685;3877;3312;0;380;380;0;0;3454.75;190.0;59.0;3205.75;39;215349;0;0;0;0;0;9
298;Noviembre;Melilla;4746;0;40955;3612;0.0;0;0;0;0;0;40955;2883;517.0;0.0;511.0;6.0;92;2719082;0;25239;25239;0;6078;227
299;Noviembre;Motril;98791;51888;48653;196;11.211;1967;1250;0;0;0;38953;1665;28.0;0.0;0.0;28.0;83;1184902;4;9103;5864;3239;1972;4
300;Noviembre;Pasaia;0;94186;191233;0;1088.645;2280;927;0;1472;0;56626;274;0.0;0.0;0.0;0.0;78;662033;0;1;0;1;0;24902
301;Noviembre;Santa Cruz de Tenerife;374080;57296;767765;336680;182.878;50004;45940;125;71864;40024;416178;28315;40887.0;2264.0;34526.0;4097.0;1386;20632974;92;599594;415336;184258;130220;5742
302;Noviembre;Santander;13136;322925;271794;67453;200.58;4337;3433;0;12066;10129;205692;5012;6630.0;905.5;2157.5;3567.0;117;2285962;1;11346;10238;1108;5016;46522
303;Noviembre;Sevilla;42660;194990;129597;95105;0.0;1;0;0;0;0;16141;806;13467.0;0.0;13386.0;81.0;71;460953;4;1189;0;1189;0;450
304;Noviembre;Tarragona;1943876;814225;172084;21132;100.025;9319;2094;56116;21984;0;27590;0;2437.0;0.0;0.0;2437.0;222;4329783;4;7834;0;7834;0;15548
305;Noviembre;Valencia;509156;255595;5745412;4440746;258.766;69852;58572;0;2562851;2521027;1114380;41038;395079.0;194009.0;17354.0;183716.0;519;19982283;21;88491;47676;40815;14972;54987
306;Noviembre;Vigo;2999;19366;385616;232443;2842.747;3089;0;0;33749;18046;124237;1286;19947.0;1137.0;2273.0;16537.0;155;3810269;6;12090;0;12090;0;63766
307;Noviembre;Vilagarcía;12515;57886;59523;21505;0.0;529;159;0;257;257;0;0;2890.25;118.0;2367.25;405.0;30;232957;0;0;0;0;0;52
308;Diciembre;A Coruña;794732;360235;78431;0;1119.234;23583;2061;0;42191;0;0;0;0.0;0.0;0.0;0.0;71;1541848;4;3924;0;3924;0;0
309;Diciembre;Alicante;3992;196105;93352;86589;0.0;1116;80;0;662;662;4607;172;13333.5;63.5;11699.75;1570.25;54;726443;1;11659;6558;5101;1521;168
310;Diciembre;Almería;11998;344197;117370;20078;257.977;6199;2921;0;1248;0;81374;3903;1393.75;0.0;554.5;839.25;135;2372479;0;45490;45490;0;12802;283
311;Diciembre;Avilés;36077;171400;59377;0;310.203;2979;823;0;0;0;0;0;0.0;0.0;0.0;0.0;52;308631;0;0;0;0;0;0
312;Diciembre;Bahía de Algeciras;2294738;38684;5351028;4298530;89.73500000000001;337356;322352;364126;4764030;3862767;1036163;38841;350541.0;297156.0;0.0;53385.0;2398;46226828;1;376001;376001;0;81739;345
313;Diciembre;Bahía de Cádiz;22075;192303;190702;137356;721.4849999999999;5931;896;0;33556;17669;72353;2234;18931.75;1577.25;14730.5;2624.0;102;3068195;22;44352;1455;42897;850;1349
314;Diciembre;Baleares;84111;36382;922412;20325;90.33399999999999;6193;0;92;833;26;920013;42653;5679.0;2.0;5677.0;0.0;2826;16973399;17;355384;303547;51837;75901;6359
315;Diciembre;Barcelona;1025011;361708;3607547;2827043;25.563;92228;73369;0;1783553;1411487;782022;26910;279753.5;119132.0;18311.5;142310.0;653;25742253;32;218805;92085;126720;28451;66480
316;Diciembre;Bilbao;1642934;321453;564080;432805;0.0;9095;4820;0;29193;26768;35119;1301;38954.0;1919.75;1862.5;35171.75;191;3563957;0;21;21;0;0;3950
317;Diciembre;Cartagena;2472797;578719;75037;52789;18.325;17705;2024;0;876;876;0;0;4942.0;438.0;1692.0;2812.0;179;3868982;6;11439;0;11439;0;0
318;Diciembre;Castellón;514845;490681;57606;54104;62.436;2043;0;0;1227;1227;3674;0;3513.0;121.0;329.0;3063.0;81;1179387;0;0;0;0;0;40
319;Diciembre;Ceuta;81887;1300;45070;5678;0.0;65370;63281;0;0;0;44382;2593;448.0;0.0;428.0;20.0;873;6291822;0;156399;156399;0;37606;106
320;Diciembre;Ferrol-San Cibrao;363453;341545;82299;8735;0.0;689;355;776;140196;133;1288;9;707.25;19.75;94.25;593.25;70;1043156;0;0;0;0;0;0
321;Diciembre;Gijón;133764;1249510;123943;83683;94.073;0;0;0;392386;0;0;0;5844.0;0.0;373.0;5471.0;92;1533916;0;0;0;0;0;4
322;Diciembre;Huelva;2019325;562932;153641;67025;12.158;15986;10896;14144;189369;13574;63250;3345;9327.25;1064.25;7255.25;1007.75;206;3927070;2;4601;4601;0;2845;1237
323;Diciembre;Las Palmas;551273;51103;1519113;1105656;21.095;214881;187889;0;946203;738794;409219;27321;103824.0;54565.0;41931.0;7328.0;1144;28295339;102;393295;128091;265204;55192;25574
324;Diciembre;Málaga;23997;93364;83326;22806;77.935;5255;940;0;16713;3893;60489;2973;3838.0;1945.0;576.0;1317.0;139;4022658;9;45985;30640;15345;6948;8594
325;Diciembre;Marín y Ría de Pontevedra;0;70054;95376;33246;256.442;2917;2083;0;753;700;6660;365;2939.0;350.0;52.5;2536.5;35;260903;0;0;0;0;0;16
326;Diciembre;Melilla;4139;1400;36458;3356;0.0;1226;0;0;0;0;36458;2354;513.5;0.0;511.5;2.0;97;2878181;0;51626;51626;0;12367;189
327;Diciembre;Motril;117529;60302;43292;170;73.35100000000001;1460;1191;0;1929;0;41537;1679;24.0;0.0;0.0;24.0;83;1082828;0;10850;10850;0;3086;7
328;Diciembre;Pasaia;0;71282;197989;0;1151.991;1845;628;0;5895;0;59239;326;0.0;0.0;0.0;0.0;75;613714;0;0;0;0;0;27588
329;Diciembre;Santa Cruz de Tenerife;328760;20270;672875;336072;58.12199999999999;54061;47306;99;64023;59753;348779;24193;39332.0;3153.0;31918.0;4261.0;1361;19579624;83;652687;468429;184258;150301;4293
330;Diciembre;Santander;11782;299985;280939;72893;202.717;5417;3783;0;15013;11810;201801;4709;8713.75;1165.5;2611.0;4937.25;123;2587257;0;10510;10499;11;4827;42204
331;Diciembre;Sevilla;38190;180907;136358;86224;0.0;2949;1442;0;0;0;13582;681;12485.75;0.0;12443.75;42.0;76;442659;3;742;0;742;0;334
332;Diciembre;Tarragona;1615477;570518;138303;16610;56.742;9013;5076;0;44481;639;30227;0;2049.0;284.0;0.0;1765.0;193;3519027;0;0;0;0;0;18156
333;Diciembre;Valencia;242576;160371;5761749;4663904;0.0;0;0;0;2810372;2736529;951651;33302;413002.0;208955.0;18662.0;185385.0;635;24912799;9;78606;55144;23462;17054;52373
334;Diciembre;Vigo;2000;32011;347667;232726;2271.956;5187;700;0;21669;10547;106600;865;23126.0;1018.0;2141.0;19967.0;162;3666019;4;8227;0;8227;0;58571
335;Diciembre;Vilagarcía;30994;84069;44142;23800;0.0;537;208;0;0;0;0;0;2580.0;0.0;2179.5;400.5;28;249234;0;0;0;0;0;8
